wo_static.py:2022-04-29 14:51:24,706:----------start-of-run----------
data_utils.py:2022-04-29 14:51:31,447:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:51:38,807:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:51:38,807:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:51:39,502:Epoch:  1
trainer_bp.py:2022-04-30 02:35:21,569:Iteration: 100, baseline val loss 0.0011865991539885983
trainer_bp.py:2022-04-30 02:35:26,706:iteration: 200, baseline train loss 0.0011934813583552343
trainer_bp.py:2022-04-30 02:35:35,815:Iteration: 200, baseline val loss 0.0011896784286689927
trainer_bp.py:2022-04-30 02:35:41,103:iteration: 300, baseline train loss 0.000907425038446675
trainer_bp.py:2022-04-30 02:35:51,147:Iteration: 300, baseline val loss 0.0011925963030814425
trainer_bp.py:2022-04-30 02:35:56,275:iteration: 400, baseline train loss 0.000981588604264635
trainer_bp.py:2022-04-30 02:36:05,384:Iteration: 400, baseline val loss 0.0011924504517592724
trainer_bp.py:2022-04-30 02:36:10,620:iteration: 500, baseline train loss 0.0011740907893768432
trainer_bp.py:2022-04-30 02:36:19,888:Iteration: 500, baseline val loss 0.0011976388502570935
trainer_bp.py:2022-04-30 02:36:23,869:Epoch:  13
trainer_bp.py:2022-04-30 02:36:23,937:iteration: 0, baseline train loss 0.0015197982324321282
trainer_bp.py:2022-04-30 02:36:33,098:Iteration: 0, baseline val loss 0.0011891467428411595
trainer_bp.py:2022-04-30 02:36:38,290:iteration: 100, baseline train loss 0.0010727341235273954
trainer_bp.py:2022-04-30 02:36:47,424:Iteration: 100, baseline val loss 0.001199094396503308
trainer_bp.py:2022-04-30 02:36:52,606:iteration: 200, baseline train loss 0.0010581129131708538
trainer_bp.py:2022-04-30 02:37:01,711:Iteration: 200, baseline val loss 0.0012006484530480436
trainer_bp.py:2022-04-30 02:37:06,947:iteration: 300, baseline train loss 0.0014909449264766423
trainer_bp.py:2022-04-30 02:37:16,145:Iteration: 300, baseline val loss 0.0011872625085593376
trainer_bp.py:2022-04-30 02:37:21,317:iteration: 400, baseline train loss 0.0008240258855961957
trainer_bp.py:2022-04-30 02:37:30,466:Iteration: 400, baseline val loss 0.001194202213882441
trainer_bp.py:2022-04-30 02:37:35,623:iteration: 500, baseline train loss 0.00119746386914312
trainer_bp.py:2022-04-30 02:37:44,807:Iteration: 500, baseline val loss 0.0012109312964220706
trainer_bp.py:2022-04-30 02:37:48,851:Epoch:  14
trainer_bp.py:2022-04-30 02:37:48,917:iteration: 0, baseline train loss 0.0012742810626983916
trainer_bp.py:2022-04-30 02:37:58,099:Iteration: 0, baseline val loss 0.001186217758505042
trainer_bp.py:2022-04-30 02:38:03,235:iteration: 100, baseline train loss 0.0011975391001328476
trainer_bp.py:2022-04-30 02:38:12,506:Iteration: 100, baseline val loss 0.0011942998504268884
trainer_bp.py:2022-04-30 02:38:17,660:iteration: 200, baseline train loss 0.0010407921825877089
trainer_bp.py:2022-04-30 02:38:26,961:Iteration: 200, baseline val loss 0.0011891389683264387
trainer_bp.py:2022-04-30 02:38:32,219:iteration: 300, baseline train loss 0.000977896797852361
trainer_bp.py:2022-04-30 02:38:41,411:Iteration: 300, baseline val loss 0.0011842928049974806
trainer_bp.py:2022-04-30 02:38:46,699:iteration: 400, baseline train loss 0.0011133867341715463
trainer_bp.py:2022-04-30 02:38:55,884:Iteration: 400, baseline val loss 0.0011957463584335135
trainer_bp.py:2022-04-30 02:39:01,147:iteration: 500, baseline train loss 0.0010479056495356798
trainer_bp.py:2022-04-30 02:39:10,402:Iteration: 500, baseline val loss 0.0011873545739889077
trainer_bp.py:2022-04-30 02:39:14,464:Epoch:  15
trainer_bp.py:2022-04-30 02:39:14,465:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:39:14,532:iteration: 0, baseline train loss 0.0011830191551842112
trainer_bp.py:2022-04-30 02:39:23,755:Iteration: 0, baseline val loss 0.001182558374520872
trainer_bp.py:2022-04-30 02:39:29,021:iteration: 100, baseline train loss 0.0008455972593905282
trainer_bp.py:2022-04-30 02:39:38,264:Iteration: 100, baseline val loss 0.0011844849724115597
trainer_bp.py:2022-04-30 02:39:43,539:iteration: 200, baseline train loss 0.000987029017428099
trainer_bp.py:2022-04-30 02:39:52,766:Iteration: 200, baseline val loss 0.0011937961235532512
trainer_bp.py:2022-04-30 02:39:58,012:iteration: 300, baseline train loss 0.0014650335230623872
trainer_bp.py:2022-04-30 02:40:07,243:Iteration: 300, baseline val loss 0.0011860680204908419
trainer_bp.py:2022-04-30 02:40:12,361:iteration: 400, baseline train loss 0.0010829687554541763
trainer_bp.py:2022-04-30 02:40:21,634:Iteration: 400, baseline val loss 0.0011870195734262335
trainer_bp.py:2022-04-30 02:40:26,893:iteration: 500, baseline train loss 0.0012753776218238635
trainer_bp.py:2022-04-30 02:40:36,044:Iteration: 500, baseline val loss 0.0011849332355405105
trainer_bp.py:2022-04-30 02:40:40,108:Epoch:  16
trainer_bp.py:2022-04-30 02:40:40,181:iteration: 0, baseline train loss 0.0011380940754002282
trainer_bp.py:2022-04-30 02:40:50,316:Iteration: 0, baseline val loss 0.00118714490978557
trainer_bp.py:2022-04-30 02:40:55,568:iteration: 100, baseline train loss 0.0010451623093327741
trainer_bp.py:2022-04-30 02:41:04,837:Iteration: 100, baseline val loss 0.0011841389594312826
trainer_bp.py:2022-04-30 02:41:09,991:iteration: 200, baseline train loss 0.0009475656324162002
trainer_bp.py:2022-04-30 02:41:19,139:Iteration: 200, baseline val loss 0.0011830905583192985
trainer_bp.py:2022-04-30 02:41:24,314:iteration: 300, baseline train loss 0.0009486513239601909
trainer_bp.py:2022-04-30 02:41:33,482:Iteration: 300, baseline val loss 0.0011869205996452063
trainer_bp.py:2022-04-30 02:41:38,723:iteration: 400, baseline train loss 0.0009957103168994755
trainer_bp.py:2022-04-30 02:41:47,867:Iteration: 400, baseline val loss 0.0011829080149764382
trainer_bp.py:2022-04-30 02:41:52,993:iteration: 500, baseline train loss 0.0011092933397289237
trainer_bp.py:2022-04-30 02:42:02,239:Iteration: 500, baseline val loss 0.0012039350850107378
trainer_bp.py:2022-04-30 02:42:06,210:Epoch:  17
trainer_bp.py:2022-04-30 02:42:06,278:iteration: 0, baseline train loss 0.0010219644824391277
trainer_bp.py:2022-04-30 02:42:15,485:Iteration: 0, baseline val loss 0.001203884016732357
trainer_bp.py:2022-04-30 02:42:20,664:iteration: 100, baseline train loss 0.0012027805133150845
trainer_bp.py:2022-04-30 02:42:29,866:Iteration: 100, baseline val loss 0.0011964018661421666
trainer_bp.py:2022-04-30 02:42:35,134:iteration: 200, baseline train loss 0.0012124279810939058
trainer_bp.py:2022-04-30 02:42:44,456:Iteration: 200, baseline val loss 0.0011969391380422482
trainer_bp.py:2022-04-30 02:42:49,663:iteration: 300, baseline train loss 0.0010889603560875173
trainer_bp.py:2022-04-30 02:42:58,866:Iteration: 300, baseline val loss 0.0011825950446349353
trainer_bp.py:2022-04-30 02:43:04,015:iteration: 400, baseline train loss 0.0013258486053314594
trainer_bp.py:2022-04-30 02:43:13,208:Iteration: 400, baseline val loss 0.0011960513640868948
trainer_bp.py:2022-04-30 02:43:18,381:iteration: 500, baseline train loss 0.0012979361094539379
trainer_bp.py:2022-04-30 02:43:27,517:Iteration: 500, baseline val loss 0.0011816252621586404
trainer_bp.py:2022-04-30 02:43:31,593:Epoch:  18
trainer_bp.py:2022-04-30 02:43:31,593:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:43:31,670:iteration: 0, baseline train loss 0.0009516969728765608
trainer_bp.py:2022-04-30 02:43:40,809:Iteration: 0, baseline val loss 0.0011928749328057452
trainer_bp.py:2022-04-30 02:43:45,926:iteration: 100, baseline train loss 0.0012024200920448818
trainer_bp.py:2022-04-30 02:43:55,119:Iteration: 100, baseline val loss 0.001186383918546361
trainer_bp.py:2022-04-30 02:44:00,278:iteration: 200, baseline train loss 0.0012122525752664324
trainer_bp.py:2022-04-30 02:44:09,477:Iteration: 200, baseline val loss 0.0011895914082272043
trainer_bp.py:2022-04-30 02:44:14,679:iteration: 300, baseline train loss 0.0009931753234996166
trainer_bp.py:2022-04-30 02:44:23,794:Iteration: 300, baseline val loss 0.0011824401851416781
trainer_bp.py:2022-04-30 02:44:28,988:iteration: 400, baseline train loss 0.0015779402422297758
trainer_bp.py:2022-04-30 02:44:38,118:Iteration: 400, baseline val loss 0.001186685378761008
trainer_bp.py:2022-04-30 02:44:43,201:iteration: 500, baseline train loss 0.0008847014628687813
trainer_bp.py:2022-04-30 02:44:52,418:Iteration: 500, baseline val loss 0.0011851657884862064
trainer_bp.py:2022-04-30 02:44:56,445:Epoch:  19
trainer_bp.py:2022-04-30 02:44:56,513:iteration: 0, baseline train loss 0.0017451163716639124
trainer_bp.py:2022-04-30 02:45:05,698:Iteration: 0, baseline val loss 0.001208802950092429
trainer_bp.py:2022-04-30 02:45:10,933:iteration: 100, baseline train loss 0.0008835323398852702
trainer_bp.py:2022-04-30 02:45:20,120:Iteration: 100, baseline val loss 0.0011938828477470495
trainer_bp.py:2022-04-30 02:45:25,376:iteration: 200, baseline train loss 0.0014170856935999526
trainer_bp.py:2022-04-30 02:45:34,490:Iteration: 200, baseline val loss 0.001182932246335676
trainer_bp.py:2022-04-30 02:45:39,655:iteration: 300, baseline train loss 0.0010509146774353541
trainer_bp.py:2022-04-30 02:45:49,695:Iteration: 300, baseline val loss 0.0011824114782017668
trainer_bp.py:2022-04-30 02:45:54,802:iteration: 400, baseline train loss 0.0012130897835650823
trainer_bp.py:2022-04-30 02:46:04,007:Iteration: 400, baseline val loss 0.0011804590880249517
trainer_bp.py:2022-04-30 02:46:09,207:iteration: 500, baseline train loss 0.0011294603639767013
trainer_bp.py:2022-04-30 02:46:18,426:Iteration: 500, baseline val loss 0.0011830788934267208
trainer_bp.py:2022-04-30 02:46:22,528:Epoch:  20
trainer_bp.py:2022-04-30 02:46:22,599:iteration: 0, baseline train loss 0.0019603540738432
trainer_bp.py:2022-04-30 02:46:31,799:Iteration: 0, baseline val loss 0.001179030931449223
trainer_bp.py:2022-04-30 02:46:36,997:iteration: 100, baseline train loss 0.0009208385768478949
trainer_bp.py:2022-04-30 02:46:46,183:Iteration: 100, baseline val loss 0.001179683192678948
trainer_bp.py:2022-04-30 02:46:51,290:iteration: 200, baseline train loss 0.0009270084769065874
trainer_bp.py:2022-04-30 02:47:00,598:Iteration: 200, baseline val loss 0.001179634278030744
trainer_bp.py:2022-04-30 02:47:05,802:iteration: 300, baseline train loss 0.0011242926244573316
trainer_bp.py:2022-04-30 02:47:14,949:Iteration: 300, baseline val loss 0.0012026494816888536
trainer_bp.py:2022-04-30 02:47:20,088:iteration: 400, baseline train loss 0.0019217816101670144
trainer_bp.py:2022-04-30 02:47:29,261:Iteration: 400, baseline val loss 0.0011783623362162136
trainer_bp.py:2022-04-30 02:47:34,455:iteration: 500, baseline train loss 0.0010681505726522443
trainer_bp.py:2022-04-30 02:47:43,614:Iteration: 500, baseline val loss 0.0011814155347918678
trainer_bp.py:2022-04-30 02:47:47,652:Epoch:  21
trainer_bp.py:2022-04-30 02:47:47,652:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:47:47,727:iteration: 0, baseline train loss 0.0014291812076368687
trainer_bp.py:2022-04-30 02:47:56,968:Iteration: 0, baseline val loss 0.0011807751986407065
trainer_bp.py:2022-04-30 02:48:02,172:iteration: 100, baseline train loss 0.001614697617277686
trainer_bp.py:2022-04-30 02:48:11,300:Iteration: 100, baseline val loss 0.0011826430616944774
trainer_bp.py:2022-04-30 02:48:16,563:iteration: 200, baseline train loss 0.0009402960409796215
trainer_bp.py:2022-04-30 02:48:25,700:Iteration: 200, baseline val loss 0.0011822441009621042
trainer_bp.py:2022-04-30 02:48:30,824:iteration: 300, baseline train loss 0.0011619131596054988
trainer_bp.py:2022-04-30 02:48:40,013:Iteration: 300, baseline val loss 0.0011851973939238781
trainer_bp.py:2022-04-30 02:48:45,108:iteration: 400, baseline train loss 0.0011121697637710413
trainer_bp.py:2022-04-30 02:48:54,374:Iteration: 400, baseline val loss 0.0011849397475101723
trainer_bp.py:2022-04-30 02:48:59,547:iteration: 500, baseline train loss 0.001723722120680799
trainer_bp.py:2022-04-30 02:49:08,764:Iteration: 500, baseline val loss 0.0011797866314160166
trainer_bp.py:2022-04-30 02:49:12,837:Epoch:  22
trainer_bp.py:2022-04-30 02:49:12,909:iteration: 0, baseline train loss 0.0012911180429747463
trainer_bp.py:2022-04-30 02:49:22,070:Iteration: 0, baseline val loss 0.0011878048856439633
trainer_bp.py:2022-04-30 02:49:27,319:iteration: 100, baseline train loss 0.0009020677893397223
trainer_bp.py:2022-04-30 02:49:36,502:Iteration: 100, baseline val loss 0.0011882360581241854
trainer_bp.py:2022-04-30 02:49:41,615:iteration: 200, baseline train loss 0.0012188945674597546
trainer_bp.py:2022-04-30 02:49:50,798:Iteration: 200, baseline val loss 0.0011792358042460416
trainer_bp.py:2022-04-30 02:49:55,973:iteration: 300, baseline train loss 0.0009638376075414148
trainer_bp.py:2022-04-30 02:50:05,135:Iteration: 300, baseline val loss 0.001182006731672044
trainer_bp.py:2022-04-30 02:50:10,446:iteration: 400, baseline train loss 0.001090439366149206
trainer_bp.py:2022-04-30 02:50:19,674:Iteration: 400, baseline val loss 0.0011776985262073965
trainer_bp.py:2022-04-30 02:50:24,817:iteration: 500, baseline train loss 0.0012063668152062982
trainer_bp.py:2022-04-30 02:50:34,016:Iteration: 500, baseline val loss 0.0011796779550303377
trainer_bp.py:2022-04-30 02:50:37,967:Epoch:  23
trainer_bp.py:2022-04-30 02:50:38,032:iteration: 0, baseline train loss 0.001084999373976771
trainer_bp.py:2022-04-30 02:50:48,087:Iteration: 0, baseline val loss 0.0011829355619836263
trainer_bp.py:2022-04-30 02:50:53,253:iteration: 100, baseline train loss 0.0011082789967912872
trainer_bp.py:2022-04-30 02:51:02,403:Iteration: 100, baseline val loss 0.001202187502562637
trainer_bp.py:2022-04-30 02:51:07,630:iteration: 200, baseline train loss 0.0016270565610903597
trainer_bp.py:2022-04-30 02:51:16,791:Iteration: 200, baseline val loss 0.0011798302810610722
trainer_bp.py:2022-04-30 02:51:21,857:iteration: 300, baseline train loss 0.0009328550005878026
trainer_bp.py:2022-04-30 02:51:31,050:Iteration: 300, baseline val loss 0.0011770208234537533
trainer_bp.py:2022-04-30 02:51:36,114:iteration: 400, baseline train loss 0.0011709385699389854
trainer_bp.py:2022-04-30 02:51:45,294:Iteration: 400, baseline val loss 0.0011810648161865794
trainer_bp.py:2022-04-30 02:51:50,415:iteration: 500, baseline train loss 0.0011491555053057222
trainer_bp.py:2022-04-30 02:51:59,613:Iteration: 500, baseline val loss 0.0011827025083214686
trainer_bp.py:2022-04-30 02:52:03,733:Epoch:  24
trainer_bp.py:2022-04-30 02:52:03,734:Early stop at epoch: 24
trainer_bp.py:2022-04-30 02:52:03,734:Early stop loss: 0.0011814155347918678, val loss: 0.0011827025083214686
data_utils.py:2022-04-30 02:52:04,445:# all trajectories: 6180
trainer_bp.py:2022-04-30 02:52:04,445:test_num_tasks = 6180
data_utils.py:2022-04-30 02:54:55,409:# all trajectories: 6180
trainer_bp.py:2022-04-30 02:54:55,410:test_num_tasks = 6180
trainer_bp.py:2022-04-30 02:58:21,804:-----params-----
trainer_bp.py:2022-04-30 02:58:21,805:dtype : torch.float64
trainer_bp.py:2022-04-30 02:58:21,805:dataset : bp
trainer_bp.py:2022-04-30 02:58:21,805:steps_ahead : 3
trainer_bp.py:2022-04-30 02:58:21,805:static_dim : 0
trainer_bp.py:2022-04-30 02:58:21,805:static_output_dim : 0
trainer_bp.py:2022-04-30 02:58:21,805:num_tasks_training : 24694
trainer_bp.py:2022-04-30 02:58:21,805:num_tasks_test : 6180
trainer_bp.py:2022-04-30 02:58:21,805:device : cuda
trainer_bp.py:2022-04-30 02:58:21,805:model_type : lstm
trainer_bp.py:2022-04-30 02:58:21,805:early_stop_diff : 0.0
trainer_bp.py:2022-04-30 02:58:21,805:es_epoch : 3
trainer_bp.py:2022-04-30 02:58:21,805:epochs_maml : 50
trainer_bp.py:2022-04-30 02:58:21,805:epochs_baseline : 50
trainer_bp.py:2022-04-30 02:58:21,805:meta_batch_size : 10
trainer_bp.py:2022-04-30 02:58:21,805:shots : 10
trainer_bp.py:2022-04-30 02:58:21,805:hidden_dim : 64
trainer_bp.py:2022-04-30 02:58:21,805:adapt_steps : 10
trainer_bp.py:2022-04-30 02:58:21,805:window_size : 1
trainer_bp.py:2022-04-30 02:58:21,805:fits : (0, 10)
trainer_bp.py:2022-04-30 02:58:21,805:adapt_lr : 0.01
trainer_bp.py:2022-04-30 02:58:21,805:meta_lr : 0.001
trainer_bp.py:2022-04-30 02:58:21,805:lr : 0.001
trainer_bp.py:2022-04-30 02:58:21,805:baseline_finetune_lr : 0.0001
trainer_bp.py:2022-04-30 02:58:21,805:batch_size : 32
trainer_bp.py:2022-04-30 02:58:21,805:save_models : False
trainer_bp.py:2022-04-30 02:58:21,805:log_dir : wo_static_bp_3
trainer_bp.py:2022-04-30 02:58:21,805:debugging : False
trainer_bp.py:2022-04-30 02:58:21,805:swap_support_query : False
trainer_bp.py:2022-04-30 02:58:21,805:seed : 1
trainer_bp.py:2022-04-30 02:58:21,805:model : baseline
trainer_bp.py:2022-04-30 02:58:21,805:maml_bias : tensor([-0.1440,  0.0999,  0.1680], requires_grad=True)
trainer_bp.py:2022-04-30 02:58:21,805:tb_dir : runs/wo_static_bp_3/20220429-204721
trainer_bp.py:2022-04-30 02:58:21,805:baseline_bias : tensor([-0.1440,  0.0999,  0.1680], requires_grad=True)
trainer_bp.py:2022-04-30 02:58:21,805:num_params : 20099
trainer_bp.py:2022-04-30 02:58:21,805:test_instance : 6179
trainer_bp.py:2022-04-30 02:58:21,805:-----params-----
trainer_bp.py:2022-04-30 02:58:21,806:mae maml 0 : 7.379507255202354 : 3.5976072472938077
trainer_bp.py:2022-04-30 02:58:21,807:rmse maml 0 : 9.278225118622306 : 5.164237009621412
trainer_bp.py:2022-04-30 02:58:21,807:mae maml 10 : 7.268441134404755 : 3.5464461466698722
trainer_bp.py:2022-04-30 02:58:21,808:rmse maml 10 : 9.167815737807931 : 5.136740975568297
trainer_bp.py:2022-04-30 02:58:21,809:mae baseline 0 : 7.643052778536826 : 3.5358397637667127
trainer_bp.py:2022-04-30 02:58:21,809:rmse baseline 0 : 9.597179955083899 : 5.123752530099861
trainer_bp.py:2022-04-30 02:58:21,810:mae baseline 10 : 7.389276864996569 : 3.5241418955777575
trainer_bp.py:2022-04-30 02:58:21,811:rmse baseline 10 : 9.350742618849175 : 5.155881459931169
wo_static.py:2022-04-30 02:58:21,811:----------end-of-run----------
wo_static.py:2022-04-30 02:58:25,475:----------start-of-run----------
data_utils.py:2022-04-30 02:58:33,091:# all trajectories: 24694
trainer_bp.py:2022-04-30 02:58:40,473:Using 18520 instances for training
trainer_bp.py:2022-04-30 02:58:40,473:Using 6174 instances for validation
trainer_bp.py:2022-04-30 02:58:41,181:Epoch:  1
trainer_bp.py:2022-04-30 02:58:43,132:Iteration: 0, Meta Train Loss 0.06506172905473155
trainer_bp.py:2022-04-30 02:58:52,032:Iteration: 0, val loss 0.06397098149876394
trainer_bp.py:2022-04-30 03:01:29,000:Iteration: 100, Meta Train Loss 0.0019225995781944512
trainer_bp.py:2022-04-30 03:01:38,073:Iteration: 100, val loss 0.0027652942524125927
trainer_bp.py:2022-04-30 03:04:14,860:Iteration: 200, Meta Train Loss 0.002529343334434408
trainer_bp.py:2022-04-30 03:04:23,887:Iteration: 200, val loss 0.002276347563285146
trainer_bp.py:2022-04-30 03:07:04,796:Iteration: 300, Meta Train Loss 0.002092964650207991
trainer_bp.py:2022-04-30 03:07:13,914:Iteration: 300, val loss 0.002029212064774635
trainer_bp.py:2022-04-30 03:10:14,103:Iteration: 400, Meta Train Loss 0.002348856705911522
trainer_bp.py:2022-04-30 03:10:23,349:Iteration: 400, val loss 0.0020620553967854735
trainer_bp.py:2022-04-30 03:13:07,668:Iteration: 500, Meta Train Loss 0.0011677802255823766
trainer_bp.py:2022-04-30 03:13:16,722:Iteration: 500, val loss 0.0018434543952454503
trainer_bp.py:2022-04-30 03:16:01,320:Iteration: 600, Meta Train Loss 0.0009826608877555533
